"Age (years b2k)","d18O GISP2 (‰)","Age BP (SEAD)"
95150,-39.23,95100
95150,-39.11,95100
95200,-39.11,95150
95200,-38.33,95150
95250,-38.33,95200
95250,-38.91,95200
95300,-38.91,95250
95300,-39.4,95250
95350,-39.4,95300
95350,-38.38,95300
95400,-38.38,95350
95400,-38.37,95350
95450,-38.37,95400
95450,-38.52,95400
95500,-38.52,95450
95500,-38.52,95450
95550,-38.52,95500
95550,-38.55,95500
95600,-38.55,95550
95600,-38.73,95550
95650,-38.73,95600
95650,-38.73,95600
95700,-38.73,95650
95700,-38.73,95650
95750,-38.73,95700
95750,-39.09,95700
95800,-39.09,95750
95800,-38.83,95750
95850,-38.83,95800
95850,-38.52,95800
95900,-38.52,95850
95900,-38.73,95850
95950,-38.73,95900
95950,-38.64,95900
96000,-38.64,95950
96000,-38.47,95950
96050,-38.47,96000
96050,-38.52,96000
96100,-38.52,96050
96100,-38.66,96050
96150,-38.66,96100
96150,-38.89,96100
96200,-38.89,96150
96200,-38.91,96150
96250,-38.91,96200
96250,-38.89,96200
96300,-38.89,96250
96300,-38.87,96250
96350,-38.87,96300
96350,-38.91,96300
96400,-38.91,96350
96400,-38.75,96350
96450,-38.75,96400
96450,-38.58,96400
96500,-38.58,96450
96500,-38.17,96450
96550,-38.17,96500
96550,-38.55,96500
96600,-38.55,96550
96600,-38.74,96550
96650,-38.74,96600
96650,-39.51,96600
96700,-39.51,96650
96700,-39.14,96650
96750,-39.14,96700
96750,-38.77,96700
96800,-38.77,96750
96800,-38.77,96750
96850,-38.77,96800
96850,-38.8,96800
96900,-38.8,96850
96900,-38.88,96850
96950,-38.88,96900
96950,-38.86,96900
97000,-38.86,96950
97000,-38.84,96950
97050,-38.84,97000
97050,-38.97,97000
97100,-38.97,97050
97100,-38.96,97050
97150,-38.96,97100
97150,-38.9,97100
97200,-38.9,97150
97200,-38.28,97150
97250,-38.28,97200
97250,-38.21,97200
97300,-38.21,97250
97300,-38.45,97250
97350,-38.45,97300
97350,-38.56,97300
97400,-38.56,97350
97400,-38.56,97350
97450,-38.56,97400
97450,-38.49,97400
97500,-38.49,97450
97500,-38.55,97450
97550,-38.55,97500
97550,-38.7,97500
97600,-38.7,97550
97600,-38.58,97550
97650,-38.58,97600
97650,-38.31,97600
97700,-38.31,97650
97700,-38.27,97650
97750,-38.27,97700
97750,-38.16,97700
97800,-38.16,97750
97800,-38.18,97750
97850,-38.18,97800
97850,-38.24,97800
97900,-38.24,97850
97900,-38.27,97850
97950,-38.27,97900
97950,-38.34,97900
98000,-38.34,97950
98000,-38.35,97950
98050,-38.35,98000
98050,-38.35,98000
98100,-38.35,98050
98100,-38.32,98050
98150,-38.32,98100
98150,-38.03,98100
98200,-38.03,98150
98200,-38.05,98150
98250,-38.05,98200
98250,-38.23,98200
98300,-38.23,98250
98300,-38.25,98250
98350,-38.25,98300
98350,-38.2,98300
98400,-38.2,98350
98400,-38.14,98350
98450,-38.14,98400
98450,-37.71,98400
98500,-37.71,98450
98500,-37.79,98450
98550,-37.79,98500
98550,-37.91,98500
98600,-37.91,98550
98600,-38.15,98550
98650,-38.15,98600
98650,-37.88,98600
98700,-37.88,98650
98700,-37.96,98650
98750,-37.96,98700
98750,-38.32,98700
98800,-38.32,98750
98800,-37.91,98750
98850,-37.91,98800
98850,-38.11,98800
98900,-38.11,98850
98900,-38.02,98850
98950,-38.02,98900
98950,-37.15,98900
99000,-37.15,98950
99000,-38.01,98950
99050,-38.01,99000
99050,-37.97,99000
99100,-37.97,99050
99100,-37.49,99050
99150,-37.49,99100
99150,-37.92,99100
99200,-37.92,99150
99200,-37.6,99150
99250,-37.6,99200
99250,-37.27,99200
99300,-37.27,99250
99300,-37.45,99250
99350,-37.45,99300
99350,-37.49,99300
99400,-37.49,99350
99400,-37.65,99350
99450,-37.65,99400
99450,-37.97,99400
99500,-37.97,99450
99500,-38.12,99450
99550,-38.12,99500
99550,-37.85,99500
99600,-37.85,99550
99600,-37.65,99550
99650,-37.65,99600
99650,-37.48,99600
99700,-37.48,99650
99700,-37.88,99650
99750,-37.88,99700
99750,-37.77,99700
99800,-37.77,99750
99800,-37.65,99750
99850,-37.65,99800
99850,-37.55,99800
99900,-37.55,99850
99900,-37.83,99850
99950,-37.83,99900
99950,-37.86,99900
100000,-37.86,99950
100000,-37.76,99950
100050,-37.76,100000
100050,-37.42,100000
100100,-37.42,100050
100100,-37.42,100050
100150,-37.42,100100
100150,-37.35,100100
100200,-37.35,100150
100200,-37.29,100150
100250,-37.29,100200
100250,-37.36,100200
100300,-37.36,100250
100300,-37.14,100250
100350,-37.14,100300
100350,-37.21,100300
100400,-37.21,100350
100400,-37.39,100350
100450,-37.39,100400
100450,-37.02,100400
100500,-37.02,100450
100500,-37.32,100450
100550,-37.32,100500
100550,-37.39,100500
100600,-37.39,100550
100600,-37.08,100550
100650,-37.08,100600
100650,-36.98,100600
100700,-36.98,100650
100700,-37.01,100650
100750,-37.01,100700
100750,-37.07,100700
100800,-37.07,100750
100800,-37.02,100750
100850,-37.02,100800
100850,-37.22,100800
100900,-37.22,100850
100900,-37.3,100850
100950,-37.3,100900
100950,-37.25,100900
101000,-37.25,100950
101000,-36.93,100950
101050,-36.93,101000
101050,-37.03,101000
101100,-37.03,101050
101100,-37.05,101050
101150,-37.05,101100
101150,-36.84,101100
101200,-36.84,101150
101200,-36.91,101150
101250,-36.91,101200
101250,-37.24,101200
101300,-37.24,101250
101300,-37.41,101250
101350,-37.41,101300
101350,-37.21,101300
101400,-37.21,101350
101400,-37.33,101350
101450,-37.33,101400
101450,-37.19,101400
101500,-37.19,101450
101500,-37.08,101450
101550,-37.08,101500
101550,-37.35,101500
101600,-37.35,101550
101600,-36.77,101550
101650,-36.77,101600
101650,-36.64,101600
101700,-36.64,101650
101700,-36.67,101650
101750,-36.67,101700
101750,-36.78,101700
101800,-36.78,101750
101800,-36.75,101750
101850,-36.75,101800
101850,-36.77,101800
101900,-36.77,101850
101900,-36.73,101850
101950,-36.73,101900
101950,-36.51,101900
102000,-36.51,101950
102000,-36.76,101950
102050,-36.76,102000
102050,-36.71,102000
102100,-36.71,102050
102100,-36.61,102050
102150,-36.61,102100
102150,-36.52,102100
102200,-36.52,102150
102200,-36.45,102150
102250,-36.45,102200
102250,-36.61,102200
102300,-36.61,102250
102300,-36.45,102250
102350,-36.45,102300
102350,-36.25,102300
102400,-36.25,102350
102400,-37.07,102350
102450,-37.07,102400
102450,-36.72,102400
102500,-36.72,102450
102500,-36.65,102450
102550,-36.65,102500
102550,-36.52,102500
102600,-36.52,102550
102600,-36.15,102550
102650,-36.15,102600
102650,-36.88,102600
102700,-36.88,102650
102700,-36.44,102650
102750,-36.44,102700
102750,-36.41,102700
102800,-36.41,102750
102800,-36.91,102750
102850,-36.91,102800
102850,-36.44,102800
102900,-36.44,102850
102900,-36.35,102850
102950,-36.35,102900
102950,-36.44,102900
103000,-36.44,102950
103000,-36.44,102950
103050,-36.44,103000
103050,-36.16,103000
103100,-36.16,103050
103100,-35.66,103050
103150,-35.66,103100
103150,-35.8,103100
103200,-35.8,103150
103200,-35.82,103150
103250,-35.82,103200
103250,-35.87,103200
103300,-35.87,103250
103300,-36.53,103250
103350,-36.53,103300
103350,-36.58,103300
103400,-36.58,103350
103400,-36.77,103350
103450,-36.77,103400
103450,-36.77,103400
103500,-36.77,103450
103500,-36.39,103450
103550,-36.39,103500
103550,-36.74,103500
103600,-36.74,103550
103600,-36.75,103550
103650,-36.75,103600
103650,-37.01,103600
103700,-37.01,103650
103700,-37.38,103650
103750,-37.38,103700
103750,-36.52,103700
103800,-36.52,103750
103800,-36.77,103750
103850,-36.77,103800
103850,-37.22,103800
103900,-37.22,103850
103900,-37.67,103850
103950,-37.67,103900
103950,-38.09,103900
104000,-38.09,103950
