sample_identifier_short,physical_sample_id,sample_identifier,latitude_dd,longitude_dd,sampling_context,Age_BP_From,Age_BP_To,region
COUN001506|7294,7294,Aston on Trent|COUN001506|S6|7294,52.85278,-1.3611112,Stratigraphic sequence,9434,9095,Nor
COUN001507|7305,7305,Aston on Trent|COUN001507|S6|7305,52.85278,-1.3611112,Stratigraphic sequence,9434,9095,Nor
COUN001508|7313,7313,Dove Bridge|COUN001508|BugsPresence|7313,52.90744,-1.84399,Stratigraphic sequence,10741,10422,Nor
COUN001524|7343,7343,Castellum Fectio|COUN001524|S667|7343,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7344,7344,Castellum Fectio|COUN001524|S652|7344,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7345,7345,Castellum Fectio|COUN001524|S619|7345,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7346,7346,Castellum Fectio|COUN001524|S589|7346,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7347,7347,Castellum Fectio|COUN001524|S524|7347,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7348,7348,Castellum Fectio|COUN001524|S469|7348,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7351,7351,Castellum Fectio|COUN001524|S419|7351,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7352,7352,Castellum Fectio|COUN001524|S415|7352,52.058784,5.160397,Stratigraphic sequence,1965,1822,Nor
COUN001524|7354,7354,Castellum Fectio|COUN001524|S387|7354,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7355,7355,Castellum Fectio|COUN001524|S380|7355,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7357,7357,Castellum Fectio|COUN001524|S340|7357,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7358,7358,Castellum Fectio|COUN001524|S335|7358,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7359,7359,Castellum Fectio|COUN001524|S331|7359,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7360,7360,Castellum Fectio|COUN001524|S328|7360,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7361,7361,Castellum Fectio|COUN001524|S325|7361,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7362,7362,Castellum Fectio|COUN001524|S310|7362,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7363,7363,Castellum Fectio|COUN001524|S295|7363,52.058784,5.160397,Stratigraphic sequence,1994,1826,Nor
COUN001524|7364,7364,Castellum Fectio|COUN001524|S278|7364,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7365,7365,Castellum Fectio|COUN001524|S274|7365,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7366,7366,Castellum Fectio|COUN001524|S271|7366,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7367,7367,Castellum Fectio|COUN001524|S265|7367,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7368,7368,Castellum Fectio|COUN001524|S258|7368,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7369,7369,Castellum Fectio|COUN001524|S250|7369,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7370,7370,Castellum Fectio|COUN001524|S245|7370,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7372,7372,Castellum Fectio|COUN001524|S227|7372,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7373,7373,Castellum Fectio|COUN001524|S222|7373,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7374,7374,Castellum Fectio|COUN001524|S200|7374,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7375,7375,Castellum Fectio|COUN001524|S197|7375,52.058784,5.160397,Stratigraphic sequence,1921,1738,Nor
COUN001524|7376,7376,Castellum Fectio|COUN001524|S193|7376,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001524|7377,7377,Castellum Fectio|COUN001524|S179|7377,52.058784,5.160397,Stratigraphic sequence,1946,1690,Nor
COUN001535|7415,7415,Dorney: Eton Rowing Lake|COUN001535|a|7415,51.49346,-0.66388965,Stratigraphic sequence,11123,10710,Nor
COUN001535|7416,7416,Dorney: Eton Rowing Lake|COUN001535|b|7416,51.49346,-0.66388965,Stratigraphic sequence,7160,6906,Nor
COUN001535|7417,7417,Dorney: Eton Rowing Lake|COUN001535|c|7417,51.49346,-0.66388965,Stratigraphic sequence,5605,5335,Nor
COUN001535|7418,7418,Dorney: Eton Rowing Lake|COUN001535|d|7418,51.49346,-0.66388965,Stratigraphic sequence,5278,4859,Nor
COUN001535|7419,7419,Dorney: Eton Rowing Lake|COUN001535|e|7419,51.49346,-0.66388965,Stratigraphic sequence,5305,4967,Nor
COUN001535|7420,7420,Dorney: Eton Rowing Lake|COUN001535|f|7420,51.49346,-0.66388965,Stratigraphic sequence,4405,4098,Nor
COUN001535|7421,7421,Dorney: Eton Rowing Lake|COUN001535|g|7421,51.49346,-0.66388965,Stratigraphic sequence,2700,2353,Nor
COUN001535|7422,7422,Dorney: Eton Rowing Lake|COUN001535|h|7422,51.49346,-0.66388965,Stratigraphic sequence,2330,2135,Nor
COUN001535|7423,7423,Dorney: Eton Rowing Lake|COUN001535|I|7423,51.49346,-0.66388965,Stratigraphic sequence,2041,1834,Nor
COUN001535|7425,7425,Dorney: Eton Rowing Lake|COUN001535|k|7425,51.49346,-0.66388965,Stratigraphic sequence,1697,1421,Nor
COUN001545|7484,7484,Thornton|COUN001545|S1|7484,53.90138,-0.88437223,Stratigraphic sequence,1521,1273,Nor
COUN001545|7490,7490,Thornton|COUN001545|S7|7490,53.90138,-0.88437223,Stratigraphic sequence,2312,1950,Nor
COUN001546|7491,7491,York: St Georges Field|COUN001546|S101|7491,53.953953,-1.0799783,Stratigraphic sequence,3015,2751,Nor
COUN001546|7492,7492,York: St Georges Field|COUN001546|S104|7492,53.953953,-1.0799783,Stratigraphic sequence,4449,2549,Nor
COUN001546|7493,7493,York: St Georges Field|COUN001546|S106|7493,53.953953,-1.0799783,Stratigraphic sequence,4449,2549,Nor
COUN001546|7494,7494,York: St Georges Field|COUN001546|S201|7494,53.953953,-1.0799783,Stratigraphic sequence,4449,2549,Nor
COUN001546|7495,7495,York: St Georges Field|COUN001546|S202|7495,53.953953,-1.0799783,Stratigraphic sequence,3574,3245,Nor
COUN001546|7496,7496,York: St Georges Field|COUN001546|S303|7496,53.953953,-1.0799783,Stratigraphic sequence,3635,3275,Nor
COUN001546|7497,7497,York: St Georges Field|COUN001546|S305|7497,53.953953,-1.0799783,Stratigraphic sequence,3824,2980,Nor
COUN001546|7498,7498,York: St Georges Field|COUN001546|S306|7498,53.953953,-1.0799783,Stratigraphic sequence,4449,2549,Nor
COUN001546|7499,7499,York: St Georges Field|COUN001546|S401|7499,53.953953,-1.0799783,Stratigraphic sequence,4449,2549,Nor
COUN001576|7611,7611,Cold Harbour Pill|COUN001576|9/10a|7611,51.552902,-2.822061,Stratigraphic sequence,4449,2549,Nor
COUN001576|7612,7612,Cold Harbour Pill|COUN001576|9/10b|7612,51.552902,-2.822061,Stratigraphic sequence,4449,2549,Nor
COUN001592|7663,7663,Cahiracon|COUN001592|M7_1|7663,52.639168,-9.149167,Stratigraphic sequence,4449,2549,Nor
COUN001592|7664,7664,Cahiracon|COUN001592|M7_2|7664,52.639168,-9.149167,Stratigraphic sequence,4449,2549,Nor
COUN001592|7665,7665,Cahiracon|COUN001592|M7_5|7665,52.639168,-9.149167,Stratigraphic sequence,4449,2549,Nor
COUN001596|7687,7687,Beccles|COUN001596|Tr1_1|7687,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7688,7688,Beccles|COUN001596|Tr1_2|7688,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7689,7689,Beccles|COUN001596|Tr1_3|7689,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7690,7690,Beccles|COUN001596|Tr1_4|7690,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7691,7691,Beccles|COUN001596|Tr1_5|7691,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7692,7692,Beccles|COUN001596|Tr1_6|7692,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7693,7693,Beccles|COUN001596|Tr1_7|7693,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7694,7694,Beccles|COUN001596|Trackway|7694,52.22766,1.3539248,Stratigraphic sequence,2024,2024,Nor
COUN001596|7695,7695,Beccles|COUN001596|Tr4_2|7695,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7696,7696,Beccles|COUN001596|Tr4_3|7696,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7697,7697,Beccles|COUN001596|Tr4_4|7697,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7698,7698,Beccles|COUN001596|Tr4_5|7698,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001596|7699,7699,Beccles|COUN001596|Tr4_6|7699,52.22766,1.3539248,Stratigraphic sequence,2599,1900,Nor
COUN001597|7700,7700,Stowmarket|COUN001597|S1|7700,52.18835,1.0004989,Stratigraphic sequence,9244,9020,Nor
COUN001597|7701,7701,Stowmarket|COUN001597|S2|7701,52.18835,1.0004989,Stratigraphic sequence,7328,7046,Nor
COUN001597|7702,7702,Stowmarket|COUN001597|S3|7702,52.18835,1.0004989,Stratigraphic sequence,5540,5010,Nor
COUN001597|7703,7703,Stowmarket|COUN001597|S4|7703,52.18835,1.0004989,Stratigraphic sequence,4706,4421,Nor
COUN001597|7704,7704,Stowmarket|COUN001597|S5|7704,52.18835,1.0004989,Stratigraphic sequence,3962,3733,Nor
COUN001597|7705,7705,Stowmarket|COUN001597|S6|7705,52.18835,1.0004989,Stratigraphic sequence,3416,3076,Nor
COUN001597|7706,7706,Stowmarket|COUN001597|S7|7706,52.18835,1.0004989,Stratigraphic sequence,3235,2972,Nor
COUN001597|7707,7707,Stowmarket|COUN001597|S8|7707,52.18835,1.0004989,Stratigraphic sequence,3136,2778,Nor
COUN001597|7708,7708,Stowmarket|COUN001597|S9|7708,52.18835,1.0004989,Stratigraphic sequence,1277,1100,Nor
COUN001599|7711,7711,Sizewell|COUN001599|BugsPresence|7711,52.218,1.607,Stratigraphic sequence,3135,2880,Nor
COUN001600|7712,7712,West Heslerton|COUN001600|132/44_48|7712,54.202194,-0.598799,Stratigraphic sequence,10830,10830,Nor
COUN001600|7713,7713,West Heslerton|COUN001600|132/10_15|7713,54.202194,-0.598799,Stratigraphic sequence,6390,6390,Nor
COUN001600|7716,7716,West Heslerton|COUN001600|108AA/0_10|7716,54.202194,-0.598799,Stratigraphic sequence,1850,1850,Nor
COUN001600|7717,7717,West Heslerton|COUN001600|143AA/S|7717,54.202194,-0.598799,Stratigraphic sequence,347,347,Nor
COUN001600|7718,7718,West Heslerton|COUN001600|76AB/0_10|7718,54.202194,-0.598799,Stratigraphic sequence,3600,3600,Nor
COUN001600|7719,7719,West Heslerton|COUN001600|102AB/0_10|7719,54.202194,-0.598799,Stratigraphic sequence,2051,2051,Nor
